account_id,date,type,operation,amount,balance,k_symbol,bank,account
8041,1998-12-29,INCOME,DEPOSIT,37883.0,123918.9,UNKNOWN,,
8041,1998-12-29,EXPENSE,WITHDRAWAL,22500.0,101418.9,UNKNOWN,,
2920,1998-12-29,EXPENSE,WITHDRAWAL,3520.0,32924.1,UNKNOWN,,
2926,1998-12-29,EXPENSE,WITHDRAWAL,3040.0,44067.0,UNKNOWN,,
3374,1998-12-29,INCOME,DEPOSIT,32101.0,72554.5,UNKNOWN,,
3389,1998-12-29,EXPENSE,WITHDRAWAL,7800.0,45735.9,UNKNOWN,,
4131,1998-12-29,WITHDRAWAL,WITHDRAWAL,3808.0,80853.4,UNKNOWN,,
2800,1998-12-29,EXPENSE,WITHDRAWAL,16200.0,40216.0,UNKNOWN,,
1443,1998-12-29,EXPENSE,WITHDRAWAL,3500.0,41836.0,UNKNOWN,,
1445,1998-12-29,EXPENSE,WITHDRAWAL,1280.0,15370.3,UNKNOWN,,
1646,1998-12-29,WITHDRAWAL,WITHDRAWAL,6251.0,86619.4,UNKNOWN,,
1659,1998-12-29,EXPENSE,WITHDRAWAL,3440.0,32884.4,UNKNOWN,,
1294,1998-12-29,EXPENSE,WITHDRAWAL,3720.0,59847.8,UNKNOWN,,
1288,1998-12-29,EXPENSE,WITHDRAWAL,600.0,24242.0,UNKNOWN,,
1315,1998-12-29,EXPENSE,WITHDRAWAL,960.0,19946.4,UNKNOWN,,
1313,1998-12-29,INCOME,DEPOSIT,14523.0,41659.0,UNKNOWN,,
3504,1998-12-29,EXPENSE,WITHDRAWAL,4400.0,15640.9,UNKNOWN,,
3705,1998-12-29,EXPENSE,WITHDRAWAL,8400.0,38790.9,UNKNOWN,,
4386,1998-12-29,EXPENSE,WITHDRAWAL,2100.0,21691.8,UNKNOWN,,
576,1998-12-29,EXPENSE,WITHDRAWAL,1400.0,35403.5,UNKNOWN,,
721,1998-12-29,EXPENSE,WITHDRAWAL,270.0,23565.9,UNKNOWN,,
1286,1998-12-29,EXPENSE,WITHDRAWAL,2100.0,84139.6,UNKNOWN,,
525,1998-12-29,WITHDRAWAL,WITHDRAWAL,13311.0,98433.3,UNKNOWN,,
3403,1998-12-29,EXPENSE,WITHDRAWAL,18700.0,107605.1,UNKNOWN,,
3403,1998-12-29,INCOME,DEPOSIT,22055.0,126305.1,UNKNOWN,,
8896,1998-12-29,INCOME,DEPOSIT,22044.0,44255.8,UNKNOWN,,
10105,1998-12-29,INCOME,DEPOSIT,35750.0,94170.5,UNKNOWN,,
241,1998-12-29,EXPENSE,WITHDRAWAL,450.0,39749.3,UNKNOWN,,
261,1998-12-29,EXPENSE,WITHDRAWAL,720.0,21395.0,UNKNOWN,,
210,1998-12-29,EXPENSE,WITHDRAWAL,1200.0,30073.8,UNKNOWN,,
1783,1998-12-29,EXPENSE,WITHDRAWAL,1440.0,40126.7,UNKNOWN,,
1781,1998-12-29,EXPENSE,WITHDRAWAL,1800.0,30342.7,UNKNOWN,,
2317,1998-12-29,EXPENSE,WITHDRAWAL,2640.0,21980.2,UNKNOWN,,
1601,1998-12-29,EXPENSE,WITHDRAWAL,3680.0,17886.1,UNKNOWN,,
1598,1998-12-29,EXPENSE,WITHDRAWAL,51200.0,53567.8,UNKNOWN,,
1598,1998-12-29,INCOME,DEPOSIT,22893.0,104767.8,UNKNOWN,,
2395,1998-12-29,EXPENSE,WITHDRAWAL,4680.0,41818.7,UNKNOWN,,
2401,1998-12-29,EXPENSE,WITHDRAWAL,900.0,42098.1,UNKNOWN,,
2629,1998-12-29,EXPENSE,CARD WITHDRAWAL,3200.0,46638.0,UNKNOWN,,0.0
2982,1998-12-29,WITHDRAWAL,WITHDRAWAL,2052.0,69641.2,UNKNOWN,,
2101,1998-12-29,EXPENSE,WITHDRAWAL,690.0,27512.4,UNKNOWN,,
2114,1998-12-29,EXPENSE,WITHDRAWAL,12300.0,13375.5,UNKNOWN,,
2245,1998-12-29,EXPENSE,WITHDRAWAL,37100.0,124852.7,UNKNOWN,,
2245,1998-12-29,INCOME,DEPOSIT,40462.0,161952.7,UNKNOWN,,
6434,1998-12-29,EXPENSE,WITHDRAWAL,8400.0,38472.2,UNKNOWN,,
10243,1998-12-29,EXPENSE,CARD WITHDRAWAL,3900.0,45558.4,UNKNOWN,,0.0
3208,1998-12-29,EXPENSE,WITHDRAWAL,3900.0,22537.3,UNKNOWN,,
3551,1998-12-29,EXPENSE,WITHDRAWAL,180.0,18224.0,UNKNOWN,,
59,1998-12-29,EXPENSE,WITHDRAWAL,3360.0,79474.7,UNKNOWN,,
56,1998-12-29,EXPENSE,WITHDRAWAL,3360.0,57316.8,UNKNOWN,,
58,1998-12-29,EXPENSE,WITHDRAWAL,1000.0,11199.8,UNKNOWN,,
2992,1998-12-29,EXPENSE,WITHDRAWAL,3240.0,44237.7,UNKNOWN,,
3003,1998-12-29,EXPENSE,CARD WITHDRAWAL,1700.0,91403.2,UNKNOWN,,0.0
1558,1998-12-29,EXPENSE,WITHDRAWAL,1300.0,24081.3,UNKNOWN,,
3901,1998-12-29,EXPENSE,WITHDRAWAL,1000.0,61528.3,UNKNOWN,,
933,1998-12-29,EXPENSE,WITHDRAWAL,600.0,31083.1,UNKNOWN,,
937,1998-12-29,EXPENSE,WITHDRAWAL,700.0,31014.8,UNKNOWN,,
1507,1998-12-29,EXPENSE,CARD WITHDRAWAL,3500.0,76537.2,UNKNOWN,,0.0
1494,1998-12-29,EXPENSE,CARD WITHDRAWAL,500.0,79407.7,UNKNOWN,,0.0
3985,1998-12-29,EXPENSE,WITHDRAWAL,750.0,16829.7,UNKNOWN,,
4863,1998-12-29,EXPENSE,CARD WITHDRAWAL,1500.0,60593.2,UNKNOWN,,0.0
9225,1998-12-29,EXPENSE,WITHDRAWAL,5700.0,88229.0,UNKNOWN,,
1108,1998-12-29,EXPENSE,CARD WITHDRAWAL,1200.0,56192.7,UNKNOWN,,0.0
1234,1998-12-29,EXPENSE,WITHDRAWAL,550.0,25493.4,UNKNOWN,,
1378,1998-12-29,EXPENSE,CARD WITHDRAWAL,900.0,99052.0,UNKNOWN,,0.0
1378,1998-12-29,EXPENSE,CARD WITHDRAWAL,600.0,99952.0,UNKNOWN,,0.0
2459,1998-12-29,EXPENSE,WITHDRAWAL,1200.0,24509.3,UNKNOWN,,
971,1998-12-29,EXPENSE,WITHDRAWAL,1440.0,28236.3,UNKNOWN,,
988,1998-12-29,EXPENSE,WITHDRAWAL,480.0,33064.0,UNKNOWN,,
3871,1998-12-29,EXPENSE,WITHDRAWAL,500.0,59497.1,UNKNOWN,,
2710,1998-12-29,EXPENSE,WITHDRAWAL,14700.0,25298.4,UNKNOWN,,
2720,1998-12-29,EXPENSE,WITHDRAWAL,6900.0,75290.6,UNKNOWN,,
3748,1998-12-29,EXPENSE,WITHDRAWAL,690.0,16523.8,UNKNOWN,,
2581,1998-12-29,EXPENSE,CARD WITHDRAWAL,3500.0,95034.9,UNKNOWN,,0.0
2276,1998-12-29,EXPENSE,WITHDRAWAL,1400.0,50561.2,UNKNOWN,,
2270,1998-12-29,EXPENSE,WITHDRAWAL,1100.0,21167.5,UNKNOWN,,
2274,1998-12-29,EXPENSE,WITHDRAWAL,1000.0,48407.2,UNKNOWN,,
2516,1998-12-29,EXPENSE,WITHDRAWAL,3240.0,46869.7,UNKNOWN,,
2015,1998-12-29,EXPENSE,WITHDRAWAL,3520.0,24851.6,UNKNOWN,,
2139,1998-12-29,EXPENSE,WITHDRAWAL,4200.0,43021.4,UNKNOWN,,
9188,1998-12-29,EXPENSE,WITHDRAWAL,6900.0,34185.8,UNKNOWN,,
2905,1998-12-29,EXPENSE,WITHDRAWAL,2880.0,59127.3,UNKNOWN,,
2913,1998-12-29,EXPENSE,WITHDRAWAL,400.0,17911.9,UNKNOWN,,
2897,1998-12-29,INCOME,DEPOSIT,15384.0,91078.2,UNKNOWN,,
1724,1998-12-29,EXPENSE,WITHDRAWAL,1100.0,20112.9,UNKNOWN,,
1725,1998-12-29,EXPENSE,WITHDRAWAL,5100.0,27099.7,UNKNOWN,,
1742,1998-12-29,EXPENSE,WITHDRAWAL,600.0,30316.9,UNKNOWN,,
1995,1998-12-29,EXPENSE,WITHDRAWAL,1120.0,23703.0,UNKNOWN,,
2891,1998-12-29,EXPENSE,WITHDRAWAL,2080.0,28891.4,UNKNOWN,,
1432,1998-12-29,EXPENSE,WITHDRAWAL,8700.0,22388.5,UNKNOWN,,
3597,1998-12-29,EXPENSE,WITHDRAWAL,6600.0,25330.8,UNKNOWN,,
3601,1998-12-29,EXPENSE,WITHDRAWAL,1920.0,40573.2,UNKNOWN,,
3813,1998-12-29,EXPENSE,WITHDRAWAL,2760.0,26705.4,UNKNOWN,,
4969,1998-12-29,WITHDRAWAL,WITHDRAWAL,3129.0,101151.3,UNKNOWN,,
5072,1998-12-29,EXPENSE,WITHDRAWAL,3000.0,54575.1,UNKNOWN,,
863,1998-12-29,WITHDRAWAL,WITHDRAWAL,12779.0,55376.2,UNKNOWN,,
873,1998-12-29,EXPENSE,WITHDRAWAL,1560.0,13291.7,UNKNOWN,,
959,1998-12-29,EXPENSE,WITHDRAWAL,250.0,24046.4,UNKNOWN,,
967,1998-12-29,INCOME,DEPOSIT,34807.0,58394.6,UNKNOWN,,
659,1998-12-29,EXPENSE,WITHDRAWAL,1230.0,22226.1,UNKNOWN,,
3484,1998-12-29,EXPENSE,CARD WITHDRAWAL,2100.0,63553.4,UNKNOWN,,0.0
9750,1998-12-29,INCOME,DEPOSIT,49332.0,108608.5,UNKNOWN,,
9828,1998-12-29,WITHDRAWAL,WITHDRAWAL,4592.0,37876.3,UNKNOWN,,
11141,1998-12-29,EXPENSE,WITHDRAWAL,7500.0,92498.2,UNKNOWN,,
3446,1998-12-29,EXPENSE,WITHDRAWAL,25600.0,86262.0,UNKNOWN,,
3446,1998-12-29,INCOME,DEPOSIT,23645.0,111862.0,UNKNOWN,,
3833,1998-12-29,INCOME,DEPOSIT,46194.0,85546.2,UNKNOWN,,
8341,1998-12-29,INCOME,DEPOSIT,23225.0,27049.2,UNKNOWN,,
366,1998-12-29,EXPENSE,WITHDRAWAL,2560.0,38945.2,UNKNOWN,,
361,1998-12-29,EXPENSE,CARD WITHDRAWAL,2500.0,34719.0,UNKNOWN,,0.0
363,1998-12-29,INCOME,DEPOSIT,46162.0,103127.7,UNKNOWN,,
292,1998-12-29,EXPENSE,WITHDRAWAL,900.0,20230.8,UNKNOWN,,
303,1998-12-29,EXPENSE,CARD WITHDRAWAL,4000.0,42258.3,UNKNOWN,,0.0
2066,1998-12-29,EXPENSE,WITHDRAWAL,450.0,14185.9,UNKNOWN,,
2063,1998-12-29,EXPENSE,CARD WITHDRAWAL,1500.0,41369.3,UNKNOWN,,0.0
2432,1998-12-29,EXPENSE,WITHDRAWAL,550.0,40619.8,UNKNOWN,,
2430,1998-12-29,EXPENSE,WITHDRAWAL,2880.0,62001.8,UNKNOWN,,
1772,1998-12-29,EXPENSE,WITHDRAWAL,2100.0,76150.1,UNKNOWN,,
2508,1998-12-30,EXPENSE,WITHDRAWAL,720.0,16804.0,UNKNOWN,,
2232,1998-12-30,EXPENSE,WITHDRAWAL,1120.0,58921.4,UNKNOWN,,
2381,1998-12-30,EXPENSE,WITHDRAWAL,4900.0,60794.3,UNKNOWN,,
8982,1998-12-30,EXPENSE,WITHDRAWAL,3900.0,91236.2,UNKNOWN,,
3130,1998-12-30,EXPENSE,WITHDRAWAL,3920.0,88612.8,UNKNOWN,,
3273,1998-12-30,WITHDRAWAL,WITHDRAWAL,14877.0,-6200.8,UNKNOWN,,
3272,1998-12-30,EXPENSE,WITHDRAWAL,3200.0,34168.2,UNKNOWN,,
3284,1998-12-30,EXPENSE,WITHDRAWAL,800.0,23619.6,UNKNOWN,,
3641,1998-12-30,EXPENSE,WITHDRAWAL,150.0,27494.1,UNKNOWN,,
3645,1998-12-30,EXPENSE,WITHDRAWAL,800.0,23660.8,UNKNOWN,,
6034,1998-12-30,INCOME,DEPOSIT,28214.0,63696.4,UNKNOWN,,
149,1998-12-30,EXPENSE,WITHDRAWAL,2200.0,53684.0,UNKNOWN,,
78,1998-12-30,EXPENSE,WITHDRAWAL,1100.0,77633.4,UNKNOWN,,
121,1998-12-30,EXPENSE,WITHDRAWAL,420.0,34812.2,UNKNOWN,,
122,1998-12-30,EXPENSE,CARD WITHDRAWAL,1000.0,56562.2,UNKNOWN,,0.0
145,1998-12-30,EXPENSE,WITHDRAWAL,1400.0,62153.7,UNKNOWN,,
2192,1998-12-30,EXPENSE,WITHDRAWAL,3520.0,52598.6,UNKNOWN,,
6062,1998-12-30,WITHDRAWAL,WITHDRAWAL,14988.0,41482.8,UNKNOWN,,
1605,1998-12-30,WITHDRAWAL,WITHDRAWAL,17913.0,49332.3,UNKNOWN,,
1619,1998-12-30,EXPENSE,WITHDRAWAL,2560.0,43558.9,UNKNOWN,,
1609,1998-12-30,EXPENSE,WITHDRAWAL,840.0,25270.0,UNKNOWN,,
1622,1998-12-30,EXPENSE,WITHDRAWAL,4480.0,33441.2,UNKNOWN,,
3780,1998-12-30,EXPENSE,WITHDRAWAL,1000.0,18871.2,UNKNOWN,,
3791,1998-12-30,EXPENSE,WITHDRAWAL,1500.0,58646.1,UNKNOWN,,
3786,1998-12-30,INCOME,DEPOSIT,26392.0,60452.5,UNKNOWN,,
7045,1998-12-30,EXPENSE,WITHDRAWAL,10200.0,47030.2,UNKNOWN,,
7049,1998-12-30,EXPENSE,WITHDRAWAL,5400.0,38661.7,UNKNOWN,,
7123,1998-12-30,EXPENSE,WITHDRAWAL,1800.0,74868.4,UNKNOWN,,
923,1998-12-30,EXPENSE,WITHDRAWAL,500.0,29533.3,UNKNOWN,,
810,1998-12-30,EXPENSE,WITHDRAWAL,700.0,30341.5,UNKNOWN,,
3675,1998-12-30,WITHDRAWAL,WITHDRAWAL,11635.0,32431.0,UNKNOWN,,
3423,1998-12-30,EXPENSE,WITHDRAWAL,3840.0,13180.6,UNKNOWN,,
4055,1998-12-30,EXPENSE,WITHDRAWAL,960.0,26912.7,UNKNOWN,,
4066,1998-12-30,EXPENSE,WITHDRAWAL,6900.0,37145.8,UNKNOWN,,
470,1998-12-30,EXPENSE,WITHDRAWAL,1500.0,34491.7,UNKNOWN,,
579,1998-12-30,EXPENSE,WITHDRAWAL,2900.0,28164.5,UNKNOWN,,
1152,1998-12-30,EXPENSE,WITHDRAWAL,390.0,20641.9,UNKNOWN,,
3310,1998-12-30,EXPENSE,WITHDRAWAL,1280.0,16637.6,UNKNOWN,,
2288,1998-12-30,EXPENSE,WITHDRAWAL,3000.0,80286.5,UNKNOWN,,
2298,1998-12-30,EXPENSE,CARD WITHDRAWAL,3800.0,60048.9,UNKNOWN,,0.0
2642,1998-12-30,EXPENSE,WITHDRAWAL,3040.0,3940.9,UNKNOWN,,
10942,1998-12-30,INCOME,DEPOSIT,6912.0,48231.1,UNKNOWN,,
1948,1998-12-30,INCOME,DEPOSIT,14452.0,76219.1,UNKNOWN,,
1949,1998-12-30,EXPENSE,WITHDRAWAL,2880.0,39688.5,UNKNOWN,,
1938,1998-12-30,EXPENSE,WITHDRAWAL,2880.0,67003.4,UNKNOWN,,
4743,1998-12-30,INCOME,DEPOSIT,5221.0,91095.2,UNKNOWN,,
6927,1998-12-30,EXPENSE,WITHDRAWAL,7200.0,50566.5,UNKNOWN,,
6927,1998-12-30,INCOME,DEPOSIT,13358.0,57766.5,UNKNOWN,,
1333,1998-12-30,EXPENSE,WITHDRAWAL,2900.0,25077.3,UNKNOWN,,
1467,1998-12-30,EXPENSE,CARD WITHDRAWAL,2600.0,77439.0,UNKNOWN,,0.0
1459,1998-12-30,EXPENSE,WITHDRAWAL,810.0,15238.8,UNKNOWN,,
1817,1998-12-30,EXPENSE,CARD WITHDRAWAL,900.0,59764.9,UNKNOWN,,0.0
2660,1998-12-30,EXPENSE,WITHDRAWAL,7200.0,27613.3,UNKNOWN,,
1182,1998-12-30,EXPENSE,WITHDRAWAL,6900.0,46038.2,UNKNOWN,,
2672,1998-12-30,EXPENSE,WITHDRAWAL,840.0,17381.6,UNKNOWN,,
2678,1998-12-30,EXPENSE,CARD WITHDRAWAL,1800.0,61283.2,UNKNOWN,,0.0
2811,1998-12-30,EXPENSE,WITHDRAWAL,7200.0,32731.4,UNKNOWN,,
3348,1998-12-30,EXPENSE,WITHDRAWAL,2720.0,70153.9,UNKNOWN,,
3533,1998-12-30,EXPENSE,WITHDRAWAL,870.0,29176.5,UNKNOWN,,
3528,1998-12-30,EXPENSE,WITHDRAWAL,1440.0,43109.1,UNKNOWN,,
422,1998-12-30,EXPENSE,WITHDRAWAL,5100.0,76481.7,UNKNOWN,,
425,1998-12-30,EXPENSE,WITHDRAWAL,3960.0,31851.4,UNKNOWN,,
523,1998-12-30,EXPENSE,CARD WITHDRAWAL,2300.0,70410.6,UNKNOWN,,0.0
750,1998-12-30,EXPENSE,CARD WITHDRAWAL,1300.0,38730.9,UNKNOWN,,0.0
398,1998-12-30,EXPENSE,WITHDRAWAL,650.0,14101.9,UNKNOWN,,
402,1998-12-30,EXPENSE,WITHDRAWAL,800.0,34455.5,UNKNOWN,,
1955,1998-12-30,EXPENSE,WITHDRAWAL,330.0,18208.9,UNKNOWN,,
1745,1998-12-30,EXPENSE,WITHDRAWAL,4800.0,61901.8,UNKNOWN,,
1855,1998-12-30,EXPENSE,WITHDRAWAL,1050.0,27082.6,UNKNOWN,,
1853,1998-12-30,EXPENSE,WITHDRAWAL,1300.0,33088.3,UNKNOWN,,
1227,1998-12-30,EXPENSE,CARD WITHDRAWAL,800.0,23521.8,UNKNOWN,,0.0
1222,1998-12-30,EXPENSE,WITHDRAWAL,950.0,19984.2,UNKNOWN,,
1230,1998-12-30,EXPENSE,WITHDRAWAL,6900.0,99010.3,UNKNOWN,,
1066,1998-12-30,WITHDRAWAL,WITHDRAWAL,17168.0,78957.7,UNKNOWN,,
1092,1998-12-30,EXPENSE,CARD WITHDRAWAL,900.0,19966.8,UNKNOWN,,0.0
2823,1998-12-30,EXPENSE,WITHDRAWAL,420.0,17334.3,UNKNOWN,,
3228,1998-12-30,INCOME,DEPOSIT,47976.0,108587.8,UNKNOWN,,
3228,1998-12-30,EXPENSE,WITHDRAWAL,58700.0,49887.8,UNKNOWN,,
3835,1998-12-30,EXPENSE,WITHDRAWAL,2000.0,37943.3,UNKNOWN,,
3884,1998-12-30,EXPENSE,WITHDRAWAL,3040.0,18182.5,UNKNOWN,,
890,1998-12-30,EXPENSE,WITHDRAWAL,1920.0,34511.7,UNKNOWN,,
3769,1998-12-30,EXPENSE,WITHDRAWAL,3680.0,22818.8,UNKNOWN,,
2408,1998-12-30,EXPENSE,WITHDRAWAL,1560.0,45030.4,UNKNOWN,,
2411,1998-12-30,EXPENSE,WITHDRAWAL,2720.0,41926.4,UNKNOWN,,
1933,1998-12-30,EXPENSE,WITHDRAWAL,3120.0,15600.0,UNKNOWN,,
1929,1998-12-30,EXPENSE,CARD WITHDRAWAL,500.0,54766.0,UNKNOWN,,0.0
2033,1998-12-30,EXPENSE,WITHDRAWAL,2720.0,49414.2,UNKNOWN,,
4480,1998-12-30,EXPENSE,WITHDRAWAL,3300.0,33543.1,UNKNOWN,,
4493,1998-12-30,EXPENSE,WITHDRAWAL,7500.0,32188.7,UNKNOWN,,
5442,1998-12-30,INCOME,DEPOSIT,22934.0,83119.1,UNKNOWN,,
3106,1998-12-30,INCOME,DEPOSIT,22415.0,44916.3,UNKNOWN,,
3102,1998-12-30,EXPENSE,CARD WITHDRAWAL,4000.0,47826.3,UNKNOWN,,0.0
3090,1998-12-30,EXPENSE,WITHDRAWAL,3000.0,61651.2,UNKNOWN,,
3091,1998-12-30,EXPENSE,WITHDRAWAL,1000.0,65019.0,UNKNOWN,,
3371,1998-12-30,INCOME,DEPOSIT,23865.0,30890.4,UNKNOWN,,
3375,1998-12-30,EXPENSE,CARD WITHDRAWAL,600.0,60465.7,UNKNOWN,,0.0
4161,1998-12-30,EXPENSE,WITHDRAWAL,4500.0,74992.1,UNKNOWN,,
4134,1998-12-30,EXPENSE,WITHDRAWAL,7500.0,29622.0,UNKNOWN,,
2783,1998-12-30,EXPENSE,CARD WITHDRAWAL,2200.0,53104.8,UNKNOWN,,0.0
2800,1998-12-30,EXPENSE,CARD WITHDRAWAL,1000.0,39216.0,UNKNOWN,,0.0
2798,1998-12-30,WITHDRAWAL,WITHDRAWAL,10274.0,30936.1,UNKNOWN,,
1656,1998-12-30,EXPENSE,WITHDRAWAL,3000.0,45530.3,UNKNOWN,,
2763,1998-12-30,INCOME,DEPOSIT,48012.0,66442.4,UNKNOWN,,
1295,1998-12-30,EXPENSE,WITHDRAWAL,1100.0,17754.3,UNKNOWN,,
1301,1998-12-30,EXPENSE,WITHDRAWAL,550.0,16897.8,UNKNOWN,,
1316,1998-12-30,EXPENSE,WITHDRAWAL,480.0,18291.9,UNKNOWN,,
3519,1998-12-30,EXPENSE,WITHDRAWAL,1050.0,31722.6,UNKNOWN,,
3519,1998-12-30,EXPENSE,WITHDRAWAL,2500.0,32772.6,UNKNOWN,,
4375,1998-12-30,EXPENSE,WITHDRAWAL,7200.0,63538.9,UNKNOWN,,
566,1998-12-30,EXPENSE,WITHDRAWAL,10200.0,69230.7,UNKNOWN,,
564,1998-12-30,EXPENSE,WITHDRAWAL,2240.0,32257.8,UNKNOWN,,
566,1998-12-30,INCOME,DEPOSIT,25372.0,79430.7,UNKNOWN,,
717,1998-12-30,EXPENSE,WITHDRAWAL,5880.0,24251.3,UNKNOWN,,
719,1998-12-30,EXPENSE,WITHDRAWAL,1380.0,60569.1,UNKNOWN,,
734,1998-12-30,EXPENSE,WITHDRAWAL,1140.0,17467.9,UNKNOWN,,
1286,1998-12-30,EXPENSE,WITHDRAWAL,63400.0,55245.6,UNKNOWN,,
1286,1998-12-30,INCOME,DEPOSIT,34506.0,118645.6,UNKNOWN,,
3408,1998-12-30,EXPENSE,WITHDRAWAL,4920.0,46414.8,UNKNOWN,,
3397,1998-12-30,EXPENSE,WITHDRAWAL,4920.0,34028.4,UNKNOWN,,
8742,1998-12-30,EXPENSE,WITHDRAWAL,1760.0,21844.9,UNKNOWN,,
10105,1998-12-30,WITHDRAWAL,WITHDRAWAL,22038.0,72132.5,UNKNOWN,,
3184,1998-12-30,EXPENSE,WITHDRAWAL,1200.0,26159.6,UNKNOWN,,
3368,1998-12-30,EXPENSE,WITHDRAWAL,3240.0,93048.5,UNKNOWN,,
3737,1998-12-30,EXPENSE,WITHDRAWAL,450.0,40513.6,UNKNOWN,,
3742,1998-12-30,EXPENSE,WITHDRAWAL,2480.0,17869.1,UNKNOWN,,
7274,1998-12-30,EXPENSE,WITHDRAWAL,1800.0,29871.4,UNKNOWN,,
7231,1998-12-30,INCOME,DEPOSIT,12693.0,89405.9,UNKNOWN,,
244,1998-12-30,EXPENSE,CARD WITHDRAWAL,500.0,51874.2,UNKNOWN,,0.0
268,1998-12-30,EXPENSE,WITHDRAWAL,3000.0,37652.8,UNKNOWN,,
374,1998-12-30,EXPENSE,WITHDRAWAL,6600.0,45439.1,UNKNOWN,,
228,1998-12-30,EXPENSE,WITHDRAWAL,1120.0,65749.8,UNKNOWN,,
220,1998-12-30,EXPENSE,WITHDRAWAL,3920.0,28390.6,UNKNOWN,,
3118,1998-12-30,EXPENSE,WITHDRAWAL,2560.0,56221.1,UNKNOWN,,
3119,1998-12-30,EXPENSE,WITHDRAWAL,390.0,21535.7,UNKNOWN,,
3111,1998-12-30,EXPENSE,WITHDRAWAL,1440.0,37974.2,UNKNOWN,,
3110,1998-12-30,EXPENSE,WITHDRAWAL,1500.0,30905.7,UNKNOWN,,
1784,1998-12-30,EXPENSE,WITHDRAWAL,3120.0,31903.1,UNKNOWN,,
2314,1998-12-30,EXPENSE,WITHDRAWAL,2900.0,46524.3,UNKNOWN,,
1688,1998-12-30,EXPENSE,WITHDRAWAL,300.0,34043.2,UNKNOWN,,
2099,1998-12-30,EXPENSE,WITHDRAWAL,31800.0,96188.2,UNKNOWN,,
2119,1998-12-30,EXPENSE,WITHDRAWAL,1320.0,53262.1,UNKNOWN,,
2113,1998-12-30,EXPENSE,WITHDRAWAL,840.0,14035.9,UNKNOWN,,
6453,1998-12-30,EXPENSE,WITHDRAWAL,3520.0,20299.5,UNKNOWN,,
7907,1998-12-30,WITHDRAWAL,WITHDRAWAL,4842.0,58494.5,UNKNOWN,,
7894,1998-12-30,INCOME,DEPOSIT,7572.0,44409.6,UNKNOWN,,
7815,1998-12-30,EXPENSE,WITHDRAWAL,7800.0,23612.3,UNKNOWN,,
10257,1998-12-30,EXPENSE,WITHDRAWAL,28800.0,82957.4,UNKNOWN,,
10257,1998-12-30,INCOME,DEPOSIT,14692.0,111757.4,UNKNOWN,,
10134,1998-12-30,EXPENSE,WITHDRAWAL,5700.0,54298.7,UNKNOWN,,
10202,1998-12-30,EXPENSE,WITHDRAWAL,8700.0,33604.3,UNKNOWN,,
3084,1998-12-30,INCOME,DEPOSIT,43980.0,69105.5,UNKNOWN,,
5120,1998-12-30,EXPENSE,WITHDRAWAL,7200.0,64839.3,UNKNOWN,,
5129,1998-12-30,EXPENSE,WITHDRAWAL,9900.0,42663.2,UNKNOWN,,
45,1998-12-30,EXPENSE,WITHDRAWAL,1400.0,25769.1,UNKNOWN,,
42,1998-12-30,EXPENSE,WITHDRAWAL,2560.0,25875.8,UNKNOWN,,
30,1998-12-30,INCOME,DEPOSIT,21936.0,44155.3,UNKNOWN,,
1627,1998-12-30,EXPENSE,WITHDRAWAL,800.0,32156.0,UNKNOWN,,
1801,1998-12-30,INCOME,DEPOSIT,49738.0,133244.7,UNKNOWN,,
1801,1998-12-30,EXPENSE,WITHDRAWAL,40000.0,93244.7,UNKNOWN,,
2099,1998-12-30,INCOME,DEPOSIT,41448.0,127988.2,UNKNOWN,,
2092,1998-12-30,EXPENSE,WITHDRAWAL,22300.0,107171.5,UNKNOWN,,
2092,1998-12-30,INCOME,DEPOSIT,45955.0,129471.5,UNKNOWN,,
2095,1998-12-30,EXPENSE,CARD WITHDRAWAL,2600.0,54663.2,UNKNOWN,,0.0
1515,1998-12-30,WITHDRAWAL,WITHDRAWAL,16951.0,32292.1,UNKNOWN,,
1527,1998-12-30,WITHDRAWAL,WITHDRAWAL,14065.0,30737.0,UNKNOWN,,
1559,1998-12-30,EXPENSE,CARD WITHDRAWAL,4000.0,54047.0,UNKNOWN,,0.0
1555,1998-12-30,EXPENSE,CARD WITHDRAWAL,1500.0,46991.8,UNKNOWN,,0.0
3901,1998-12-30,EXPENSE,WITHDRAWAL,2500.0,59028.3,UNKNOWN,,
5708,1998-12-30,INCOME,DEPOSIT,46259.0,75072.4,UNKNOWN,,
5698,1998-12-30,WITHDRAWAL,WITHDRAWAL,20118.0,26478.3,UNKNOWN,,
856,1998-12-30,EXPENSE,CARD WITHDRAWAL,1800.0,42435.4,UNKNOWN,,0.0
857,1998-12-30,EXPENSE,WITHDRAWAL,800.0,21651.1,UNKNOWN,,
946,1998-12-30,EXPENSE,WITHDRAWAL,3400.0,34917.7,UNKNOWN,,
946,1998-12-30,EXPENSE,WITHDRAWAL,1500.0,33417.7,UNKNOWN,,
1053,1998-12-30,EXPENSE,WITHDRAWAL,3000.0,35719.4,UNKNOWN,,
1042,1998-12-30,EXPENSE,WITHDRAWAL,1600.0,49303.5,UNKNOWN,,
773,1998-12-30,EXPENSE,WITHDRAWAL,2900.0,65341.8,UNKNOWN,,
794,1998-12-30,EXPENSE,WITHDRAWAL,660.0,17966.0,UNKNOWN,,
3589,1998-12-30,EXPENSE,WITHDRAWAL,5700.0,63370.8,UNKNOWN,,
