account_id,date,type,operation,amount,balance,k_symbol,bank,account,closing_cash_balance,opening_cash_balance
2437,1998-12-30,EXPENSE,WITHDRAWAL,1470.0,17101.3,UNKNOWN,,,196350918.00065264,196352388.00065264
1679,1998-12-30,EXPENSE,WITHDRAWAL,840.0,50193.8,UNKNOWN,,,196350078.00065264,196350918.00065264
960,1998-12-31,INCOME,,367.0,78486.1,INTEREST,,,196350445.00065264,196350078.00065264
998,1998-12-31,INCOME,,211.5,22380.5,INTEREST,,,196350656.50065264,196350445.00065264
1069,1998-12-31,INCOME,,101.7,25220.5,INTEREST,,,196350758.20065263,196350656.50065264
1058,1998-12-31,INCOME,,299.2,82264.1,INTEREST,,,196351057.40065265,196350758.20065263
1016,1998-12-31,INCOME,,455.5,119384.5,INTEREST,,,196351512.90065265,196351057.40065265
1017,1998-12-31,INCOME,,164.1,47123.9,INTEREST,,,196351677.00065264,196351512.90065265
977,1998-12-31,INCOME,,431.7,99679.7,INTEREST,,,196352108.70065263,196351677.00065264
1057,1998-12-31,INCOME,,110.6,25705.6,INTEREST,,,196352219.30065265,196352108.70065263
962,1998-12-31,INCOME,,68.6,15396.4,INTEREST,,,196352287.90065265,196352219.30065265
1005,1998-12-31,INCOME,,460.7,107122.4,INTEREST,,,196352748.60065264,196352287.90065265
971,1998-12-31,INCOME,,106.4,28342.8,INTEREST,,,196352855.00065264,196352748.60065264
1078,1998-12-31,INCOME,,117.3,29144.9,INTEREST,,,196352972.30065265,196352855.00065264
968,1998-12-31,INCOME,,118.9,28294.5,INTEREST,,,196353091.20065263,196352972.30065265
1018,1998-12-31,INCOME,,91.4,22388.3,INTEREST,,,196353182.60065264,196353091.20065263
972,1998-12-31,INCOME,,82.9,19773.0,INTEREST,,,196353265.50065264,196353182.60065264
1062,1998-12-31,INCOME,,140.2,30024.8,INTEREST,,,196353405.70065263,196353265.50065264
961,1998-12-31,INCOME,,101.6,25239.3,INTEREST,,,196353507.30065265,196353405.70065263
1079,1998-12-31,INCOME,,319.3,74824.5,INTEREST,,,196353826.60065264,196353507.30065265
1070,1998-12-31,INCOME,,132.4,36542.6,INTEREST,,,196353959.00065264,196353826.60065264
1067,1998-12-31,INCOME,,361.5,71967.6,INTEREST,,,196354320.50065264,196353959.00065264
1002,1998-12-31,INCOME,,101.6,23340.4,INTEREST,,,196354422.10065264,196354320.50065264
975,1998-12-31,INCOME,,83.6,20652.7,INTEREST,,,196354505.70065263,196354422.10065264
1064,1998-12-31,INCOME,,104.9,24467.9,INTEREST,,,196354610.60065264,196354505.70065263
1009,1998-12-31,INCOME,,291.0,89742.5,INTEREST,,,196354901.60065264,196354610.60065264
1000,1998-12-31,INCOME,,339.1,91329.0,INTEREST,,,196355240.70065263,196354901.60065264
1015,1998-12-31,INCOME,,74.7,14184.3,INTEREST,,,196355315.40065265,196355240.70065263
1003,1998-12-31,INCOME,,263.7,70430.8,INTEREST,,,196355579.10065264,196355315.40065265
1059,1998-12-31,INCOME,,57.3,14077.6,INTEREST,,,196355636.40065265,196355579.10065264
1008,1998-12-31,INCOME,,86.0,19409.1,INTEREST,,,196355722.40065265,196355636.40065265
976,1998-12-31,INCOME,,243.0,54666.2,INTEREST,,,196355965.40065265,196355722.40065265
1011,1998-12-31,INCOME,,255.8,56593.8,INTEREST,,,196356221.20065263,196355965.40065265
970,1998-12-31,INCOME,,293.2,75959.0,INTEREST,,,196356514.40065265,196356221.20065263
1068,1998-12-31,INCOME,,130.3,30116.5,INTEREST,,,196356644.70065263,196356514.40065265
1013,1998-12-31,INCOME,,99.0,23279.9,INTEREST,,,196356743.70065263,196356644.70065263
1061,1998-12-31,INCOME,,47.8,13385.2,INTEREST,,,196356791.50065264,196356743.70065263
1004,1998-12-31,INCOME,,354.8,76546.3,INTEREST,,,196357146.30065265,196356791.50065264
1006,1998-12-31,INCOME,,201.9,50207.3,INTEREST,,,196357348.20065263,196357146.30065265
973,1998-12-31,INCOME,,92.9,24105.5,INTEREST,,,196357441.10065264,196357348.20065263
1034,1998-12-31,INCOME,,96.5,24844.7,INTEREST,,,196357537.60065264,196357441.10065264
1047,1998-12-31,INCOME,,125.5,33084.6,INTEREST,,,196357663.10065264,196357537.60065264
1029,1998-12-31,INCOME,,390.6,57891.6,INTEREST,,,196358053.70065263,196357663.10065264
990,1998-12-31,INCOME,,330.0,86497.1,INTEREST,,,196358383.70065263,196358053.70065263
1046,1998-12-31,INCOME,,154.1,38704.5,INTEREST,,,196358537.80065265,196358383.70065263
1045,1998-12-31,INCOME,,64.3,17564.8,INTEREST,,,196358602.10065264,196358537.80065265
1030,1998-12-31,INCOME,,194.1,47186.2,INTEREST,,,196358796.20065263,196358602.10065264
989,1998-12-31,INCOME,,76.3,18141.0,INTEREST,,,196358872.50065264,196358796.20065263
982,1998-12-31,INCOME,,92.5,21159.1,INTEREST,,,196358965.00065264,196358872.50065264
1044,1998-12-31,INCOME,,125.1,34230.3,INTEREST,,,196359090.10065264,196358965.00065264
1031,1998-12-31,INCOME,,212.1,52733.0,INTEREST,,,196359302.20065263,196359090.10065264
1074,1998-12-31,INCOME,,396.4,105596.2,INTEREST,,,196359698.60065264,196359302.20065263
1020,1998-12-31,INCOME,,79.5,19422.1,INTEREST,,,196359778.10065264,196359698.60065264
1043,1998-12-31,INCOME,,310.8,76235.3,INTEREST,,,196360088.90065265,196359778.10065264
1027,1998-12-31,INCOME,,87.0,21413.9,INTEREST,,,196360175.90065265,196360088.90065265
1073,1998-12-31,INCOME,,391.5,95933.1,INTEREST,,,196360567.40065265,196360175.90065265
988,1998-12-31,INCOME,,129.8,33193.8,INTEREST,,,196360697.20065263,196360567.40065265
1040,1998-12-31,INCOME,,130.5,42138.9,INTEREST,,,196360827.70065263,196360697.20065263
1035,1998-12-31,INCOME,,245.1,56435.7,INTEREST,,,196361072.80065265,196360827.70065263
966,1998-12-31,INCOME,,95.6,22726.4,INTEREST,,,196361168.40065265,196361072.80065265
1036,1998-12-31,INCOME,,324.9,78261.7,INTEREST,,,196361493.30065265,196361168.40065265
1039,1998-12-31,INCOME,,429.3,105476.8,INTEREST,,,196361922.60065264,196361493.30065265
985,1998-12-31,INCOME,,86.1,20891.5,INTEREST,,,196362008.70065263,196361922.60065264
1037,1998-12-31,INCOME,,265.0,61658.3,INTEREST,,,196362273.70065263,196362008.70065263
986,1998-12-31,INCOME,,98.7,23556.2,INTEREST,,,196362372.40065265,196362273.70065263
965,1998-12-31,INCOME,,71.9,18388.3,INTEREST,,,196362444.30065265,196362372.40065265
1038,1998-12-31,INCOME,,90.5,21963.9,INTEREST,,,196362534.80065265,196362444.30065265
984,1998-12-31,INCOME,,102.5,26493.5,INTEREST,,,196362637.30065265,196362534.80065265
979,1998-12-31,INCOME,,140.9,44327.4,INTEREST,,,196362778.20065263,196362637.30065265
997,1998-12-31,INCOME,,95.2,22539.0,INTEREST,,,196362873.40065265,196362778.20065263
1055,1998-12-31,INCOME,,82.6,19555.7,INTEREST,,,196362956.00065264,196362873.40065265
996,1998-12-31,INCOME,,91.8,19563.2,INTEREST,,,196363047.80065265,196362956.00065264
978,1998-12-31,INCOME,,356.0,82240.2,INTEREST,,,196363403.80065265,196363047.80065265
995,1998-12-31,INCOME,,119.7,28272.1,INTEREST,,,196363523.50065264,196363403.80065265
1054,1998-12-31,INCOME,,86.1,24418.3,INTEREST,,,196363609.60065264,196363523.50065264
1053,1998-12-31,INCOME,,143.4,35862.8,INTEREST,,,196363753.00065264,196363609.60065264
987,1998-12-31,INCOME,,192.6,48798.5,INTEREST,,,196363945.60065264,196363753.00065264
993,1998-12-31,INCOME,,319.0,104413.0,INTEREST,,,196364264.60065264,196363945.60065264
1051,1998-12-31,INCOME,,108.4,20391.4,INTEREST,,,196364373.00065264,196364264.60065264
1071,1998-12-31,INCOME,,133.2,27639.7,INTEREST,,,196364506.20065263,196364373.00065264
1021,1998-12-31,INCOME,,103.2,24409.6,INTEREST,,,196364609.40065265,196364506.20065263
981,1998-12-31,INCOME,,410.7,104434.9,INTEREST,,,196365020.10065264,196364609.40065265
963,1998-12-31,INCOME,,333.4,83225.0,INTEREST,,,196365353.50065264,196365020.10065264
1075,1998-12-31,INCOME,,222.2,53651.8,INTEREST,,,196365575.70065263,196365353.50065264
1050,1998-12-31,INCOME,,373.4,103727.5,INTEREST,,,196365949.10065264,196365575.70065263
1076,1998-12-31,INCOME,,336.7,83637.5,INTEREST,,,196366285.80065265,196365949.10065264
980,1998-12-31,INCOME,,237.9,57309.4,INTEREST,,,196366523.70065263,196366285.80065265
1022,1998-12-31,INCOME,,326.1,86837.4,INTEREST,,,196366849.80065265,196366523.70065263
991,1998-12-31,INCOME,,276.4,54662.6,INTEREST,,,196367126.20065263,196366849.80065265
1072,1998-12-31,INCOME,,181.9,44517.6,INTEREST,,,196367308.10065264,196367126.20065263
1049,1998-12-31,INCOME,,148.0,35298.9,INTEREST,,,196367456.10065264,196367308.10065264
1024,1998-12-31,INCOME,,84.4,20434.9,INTEREST,,,196367540.50065264,196367456.10065264
1048,1998-12-31,INCOME,,75.5,16962.8,INTEREST,,,196367616.00065264,196367540.50065264
1026,1998-12-31,INCOME,,242.6,56101.3,INTEREST,,,196367858.60065264,196367616.00065264
967,1998-12-31,INCOME,,181.4,58576.0,INTEREST,,,196368040.00065264,196367858.60065264
1019,1998-12-31,INCOME,,215.8,56756.7,INTEREST,,,196368255.80065265,196368040.00065264
992,1998-12-31,INCOME,,105.6,25763.2,INTEREST,,,196368361.40065265,196368255.80065265
1912,1998-12-31,INCOME,,167.8,41511.5,INTEREST,,,196368529.20065263,196368361.40065265
1891,1998-12-31,INCOME,,365.8,89510.7,INTEREST,,,196368895.00065264,196368529.20065263
1812,1998-12-31,INCOME,,68.4,15459.8,INTEREST,,,196368963.40065265,196368895.00065264
1838,1998-12-31,INCOME,,262.6,58445.7,INTEREST,,,196369226.00065264,196368963.40065265
1900,1998-12-31,INCOME,,217.0,48732.9,INTEREST,,,196369443.00065264,196369226.00065264
1835,1998-12-31,INCOME,,375.4,91379.0,INTEREST,,,196369818.40065265,196369443.00065264
1841,1998-12-31,INCOME,,190.5,45660.0,INTEREST,,,196370008.90065265,196369818.40065265
1839,1998-12-31,INCOME,,278.4,72378.2,INTEREST,,,196370287.30065265,196370008.90065265
1808,1998-12-31,INCOME,,237.5,47885.8,INTEREST,,,196370524.80065265,196370287.30065265
1834,1998-12-31,INCOME,,323.1,80273.6,INTEREST,,,196370847.90065265,196370524.80065265
1821,1998-12-31,INCOME,,106.3,30636.0,INTEREST,,,196370954.20065263,196370847.90065265
1889,1998-12-31,INCOME,,167.9,41574.9,INTEREST,,,196371122.10065264,196370954.20065263
1836,1998-12-31,INCOME,,188.0,50069.7,INTEREST,,,196371310.10065264,196371122.10065264
1910,1998-12-31,INCOME,,393.1,96250.8,INTEREST,,,196371703.20065263,196371310.10065264
1837,1998-12-31,INCOME,,362.4,78056.8,INTEREST,,,196372065.60065264,196371703.20065263
1888,1998-12-31,EXPENSE,WITHDRAWAL,36.2,-3350.9,PENALTY INTEREST,,,196372029.40065265,196372065.60065264
1893,1998-12-31,INCOME,,200.8,36435.2,INTEREST,,,196372230.20065263,196372029.40065265
1824,1998-12-31,INCOME,,322.4,72079.9,INTEREST,,,196372552.60065264,196372230.20065263
1896,1998-12-31,INCOME,,109.0,25392.0,INTEREST,,,196372661.60065264,196372552.60065264
1806,1998-12-31,INCOME,,78.2,17462.0,INTEREST,,,196372739.80065265,196372661.60065264
1914,1998-12-31,INCOME,,323.6,79418.1,INTEREST,,,196373063.40065265,196372739.80065265
1825,1998-12-31,INCOME,,237.0,58259.1,INTEREST,,,196373300.40065265,196373063.40065265
1826,1998-12-31,INCOME,,180.0,45910.1,INTEREST,,,196373480.40065265,196373300.40065265
1895,1998-12-31,INCOME,,190.1,50219.2,INTEREST,,,196373670.50065264,196373480.40065265
1827,1998-12-31,INCOME,,127.3,31957.3,INTEREST,,,196373797.80065265,196373670.50065264
1823,1998-12-31,INCOME,,90.8,20179.8,INTEREST,,,196373888.60065264,196373797.80065265
1892,1998-12-31,INCOME,,96.7,23681.6,INTEREST,,,196373985.30065265,196373888.60065264
1828,1998-12-31,INCOME,,144.8,64383.7,INTEREST,,,196374130.10065264,196373985.30065265
1899,1998-12-31,INCOME,,80.0,18665.6,INTEREST,,,196374210.10065264,196374130.10065264
1829,1998-12-31,INCOME,,106.5,26452.8,INTEREST,,,196374316.60065264,196374210.10065264
1822,1998-12-31,INCOME,,168.1,41981.1,INTEREST,,,196374484.70065263,196374316.60065264
1807,1998-12-31,INCOME,,233.2,58503.9,INTEREST,,,196374717.90065265,196374484.70065263
1913,1998-12-31,INCOME,,286.0,69124.8,INTEREST,,,196375003.90065265,196374717.90065265
1830,1998-12-31,INCOME,,162.5,39946.8,INTEREST,,,196375166.40065265,196375003.90065265
1811,1998-12-31,INCOME,,246.0,59939.3,INTEREST,,,196375412.40065265,196375166.40065265
1831,1998-12-31,INCOME,,102.5,24386.5,INTEREST,,,196375514.90065265,196375412.40065265
1843,1998-12-31,INCOME,,135.0,31576.9,INTEREST,,,196375649.90065265,196375514.90065265
1832,1998-12-31,INCOME,,175.3,52097.1,INTEREST,,,196375825.20065263,196375649.90065265
1833,1998-12-31,INCOME,,148.1,35981.3,INTEREST,,,196375973.30065265,196375825.20065263
1898,1998-12-31,INCOME,,99.9,23388.0,INTEREST,,,196376073.20065263,196375973.30065265
1877,1998-12-31,INCOME,,200.2,48561.6,INTEREST,,,196376273.40065265,196376073.20065263
1844,1998-12-31,INCOME,,181.1,43524.8,INTEREST,,,196376454.50065264,196376273.40065265
1905,1998-12-31,INCOME,,84.6,20335.5,INTEREST,,,196376539.10065264,196376454.50065264
1813,1998-12-31,INCOME,,404.4,91007.5,INTEREST,,,196376943.50065264,196376539.10065264
1901,1998-12-31,INCOME,,113.6,20681.7,INTEREST,,,196377057.10065264,196376943.50065264
1858,1998-12-31,INCOME,,104.2,24690.3,INTEREST,,,196377161.30065265,196377057.10065264
1879,1998-12-31,INCOME,,69.2,16732.8,INTEREST,,,196377230.50065264,196377161.30065265
1859,1998-12-31,INCOME,,78.0,20148.8,INTEREST,,,196377308.50065264,196377230.50065264
1860,1998-12-31,INCOME,,84.1,20550.4,INTEREST,,,196377392.60065264,196377308.50065264
1861,1998-12-31,INCOME,,373.8,89777.2,INTEREST,,,196377766.40065265,196377392.60065264
1814,1998-12-31,INCOME,,154.0,37486.3,INTEREST,,,196377920.40065265,196377766.40065265
1857,1998-12-31,INCOME,,237.1,57522.1,INTEREST,,,196378157.50065264,196377920.40065265
1809,1998-12-31,INCOME,,281.1,62925.7,INTEREST,,,196378438.60065264,196378157.50065264
1897,1998-12-31,INCOME,,124.2,24587.0,INTEREST,,,196378562.80065265,196378438.60065264
1863,1998-12-31,INCOME,,229.6,56047.8,INTEREST,,,196378792.40065265,196378562.80065265
1904,1998-12-31,INCOME,,161.3,41632.6,INTEREST,,,196378953.70065263,196378792.40065265
1865,1998-12-31,INCOME,,91.5,21833.4,INTEREST,,,196379045.20065263,196378953.70065263
1815,1998-12-31,INCOME,,159.1,42692.1,INTEREST,,,196379204.30065265,196379045.20065263
1876,1998-12-31,INCOME,,225.3,48903.0,INTEREST,,,196379429.60065264,196379204.30065265
1902,1998-12-31,INCOME,,258.0,66516.2,INTEREST,,,196379687.60065264,196379429.60065264
1869,1998-12-31,INCOME,,359.0,93167.1,INTEREST,,,196380046.60065264,196379687.60065264
1903,1998-12-31,INCOME,,257.0,62095.5,INTEREST,,,196380303.60065264,196380046.60065264
1875,1998-12-31,INCOME,,94.9,23615.9,INTEREST,,,196380398.50065264,196380303.60065264
1872,1998-12-31,INCOME,,230.7,61165.6,INTEREST,,,196380629.20065263,196380398.50065264
1862,1998-12-31,INCOME,,322.1,75553.3,INTEREST,,,196380951.30065265,196380629.20065263
1851,1998-12-31,INCOME,,220.3,46087.2,INTEREST,,,196381171.60065264,196380951.30065265
1909,1998-12-31,INCOME,,60.8,14968.1,INTEREST,,,196381232.40065265,196381171.60065264
1888,1998-12-31,INCOME,,28.1,-3341.7,INTEREST,,,196381260.50065264,196381232.40065265
1810,1998-12-31,INCOME,,104.8,24099.4,INTEREST,,,196381365.30065265,196381260.50065264
1856,1998-12-31,INCOME,,127.2,30876.1,INTEREST,,,196381492.50065264,196381365.30065265
1845,1998-12-31,INCOME,,157.0,26694.2,INTEREST,,,196381649.50065264,196381492.50065264
1874,1998-12-31,INCOME,,117.7,28896.7,INTEREST,,,196381767.20065263,196381649.50065264
1846,1998-12-31,INCOME,,105.8,25586.1,INTEREST,,,196381873.00065264,196381767.20065263
1908,1998-12-31,INCOME,,69.3,19182.5,INTEREST,,,196381942.30065265,196381873.00065264
1887,1998-12-31,INCOME,,95.9,24790.6,INTEREST,,,196382038.20065263,196381942.30065265
1847,1998-12-31,INCOME,,222.1,53077.4,INTEREST,,,196382260.30065265,196382038.20065263
1816,1998-12-31,INCOME,,76.1,19188.5,INTEREST,,,196382336.40065265,196382260.30065265
1886,1998-12-31,INCOME,,191.7,49269.6,INTEREST,,,196382528.10065264,196382336.40065265
1820,1998-12-31,INCOME,,109.5,29686.4,INTEREST,,,196382637.60065264,196382528.10065264
1907,1998-12-31,INCOME,,246.9,67348.5,INTEREST,,,196382884.50065264,196382637.60065264
1819,1998-12-31,INCOME,,322.2,105344.1,INTEREST,,,196383206.70065263,196382884.50065264
1882,1998-12-31,INCOME,,78.7,14503.5,INTEREST,,,196383285.40065265,196383206.70065263
1852,1998-12-31,INCOME,,127.9,31856.2,INTEREST,,,196383413.30065265,196383285.40065265
1854,1998-12-31,INCOME,,220.5,41053.1,INTEREST,,,196383633.80065265,196383413.30065265
1881,1998-12-31,INCOME,,99.4,26759.6,INTEREST,,,196383733.20065263,196383633.80065265
1855,1998-12-31,INCOME,,112.6,27195.2,INTEREST,,,196383845.80065265,196383733.20065263
1906,1998-12-31,INCOME,,162.6,38787.1,INTEREST,,,196384008.40065265,196383845.80065265
1817,1998-12-31,INCOME,,258.0,60022.9,INTEREST,,,196384266.40065265,196384008.40065265
1866,1998-12-31,INCOME,,196.9,47114.2,INTEREST,,,196384463.30065265,196384266.40065265
1848,1998-12-31,INCOME,,124.2,28199.6,INTEREST,,,196384587.50065264,196384463.30065265
2703,1998-12-31,INCOME,,82.7,20377.3,INTEREST,,,196384670.20065263,196384587.50065264
2709,1998-12-31,INCOME,,74.1,17459.2,INTEREST,,,196384744.30065265,196384670.20065263
2713,1998-12-31,INCOME,,219.6,54374.0,INTEREST,,,196384963.90065265,196384744.30065265
2731,1998-12-31,INCOME,,276.1,68215.3,INTEREST,,,196385240.00065264,196384963.90065265
2701,1998-12-31,INCOME,,206.7,50327.3,INTEREST,,,196385446.70065263,196385240.00065264
2636,1998-12-31,INCOME,,82.1,20364.6,INTEREST,,,196385528.80065265,196385446.70065263
2711,1998-12-31,INCOME,,219.4,53892.2,INTEREST,,,196385748.20065263,196385528.80065265
2707,1998-12-31,INCOME,,195.5,48451.3,INTEREST,,,196385943.70065263,196385748.20065263
2712,1998-12-31,INCOME,,112.2,18431.1,INTEREST,,,196386055.90065265,196385943.70065263
2702,1998-12-31,INCOME,,159.8,42698.6,INTEREST,,,196386215.70065263,196386055.90065265
2618,1998-12-31,INCOME,,118.7,30152.5,INTEREST,,,196386334.40065265,196386215.70065263
2715,1998-12-31,INCOME,,98.3,24234.7,INTEREST,,,196386432.70065263,196386334.40065265
2619,1998-12-31,INCOME,,156.8,39871.2,INTEREST,,,196386589.50065264,196386432.70065263
2705,1998-12-31,INCOME,,246.1,63346.6,INTEREST,,,196386835.60065264,196386589.50065264
2637,1998-12-31,INCOME,,151.7,42296.3,INTEREST,,,196386987.30065265,196386835.60065264
2664,1998-12-31,INCOME,,339.4,83132.9,INTEREST,,,196387326.70065263,196386987.30065265
2640,1998-12-31,INCOME,,297.2,70206.7,INTEREST,,,196387623.90065265,196387326.70065263
2657,1998-12-31,INCOME,,117.2,28249.7,INTEREST,,,196387741.10065264,196387623.90065265
2641,1998-12-31,INCOME,,435.5,112332.5,INTEREST,,,196388176.60065264,196387741.10065264
2658,1998-12-31,INCOME,,91.3,21169.6,INTEREST,,,196388267.90065265,196388176.60065264
2661,1998-12-31,INCOME,,81.9,21258.2,INTEREST,,,196388349.80065265,196388267.90065265
2724,1998-12-31,INCOME,,269.7,60437.5,INTEREST,,,196388619.50065264,196388349.80065265
2662,1998-12-31,INCOME,,119.4,29397.3,INTEREST,,,196388738.90065265,196388619.50065264
2627,1998-12-31,INCOME,,95.0,22635.9,INTEREST,,,196388833.90065265,196388738.90065265
2734,1998-12-31,INCOME,,198.6,47965.0,INTEREST,,,196389032.50065264,196388833.90065265
2655,1998-12-31,INCOME,,135.0,29299.0,INTEREST,,,196389167.50065264,196389032.50065264
2625,1998-12-31,INCOME,,240.1,51421.4,INTEREST,,,196389407.60065264,196389167.50065264
2723,1998-12-31,INCOME,,115.2,31154.8,INTEREST,,,196389522.80065265,196389407.60065264
2728,1998-12-31,INCOME,,242.9,52920.4,INTEREST,,,196389765.70065263,196389522.80065265
2666,1998-12-31,INCOME,,70.4,17879.1,INTEREST,,,196389836.10065264,196389765.70065263
2667,1998-12-31,INCOME,,102.8,25342.8,INTEREST,,,196389938.90065265,196389836.10065264
2624,1998-12-31,INCOME,,264.4,65289.9,INTEREST,,,196390203.30065265,196389938.90065265
2668,1998-12-31,INCOME,,113.1,26194.6,INTEREST,,,196390316.40065265,196390203.30065265
2663,1998-12-31,INCOME,,134.7,33204.7,INTEREST,,,196390451.10065264,196390316.40065265
2650,1998-12-31,INCOME,,301.6,77477.6,INTEREST,,,196390752.70065263,196390451.10065264
2645,1998-12-31,INCOME,,126.0,34591.9,INTEREST,,,196390878.70065263,196390752.70065263
2644,1998-12-31,INCOME,,119.1,27487.6,INTEREST,,,196390997.80065265,196390878.70065263
2729,1998-12-31,INCOME,,330.9,81794.5,INTEREST,,,196391328.70065263,196390997.80065265
2646,1998-12-31,INCOME,,182.5,62608.1,INTEREST,,,196391511.20065263,196391328.70065263
2726,1998-12-31,INCOME,,351.3,77232.4,INTEREST,,,196391862.50065264,196391511.20065263
2647,1998-12-31,INCOME,,466.2,104800.1,INTEREST,,,196392328.70065263,196391862.50065264
2737,1998-12-31,INCOME,,258.3,60823.9,INTEREST,,,196392587.00065264,196392328.70065263
2656,1998-12-31,INCOME,,126.6,31896.7,INTEREST,,,196392713.60065264,196392587.00065264
2631,1998-12-31,INCOME,,143.1,34927.3,INTEREST,,,196392856.70065263,196392713.60065264
2722,1998-12-31,INCOME,,122.1,29303.7,INTEREST,,,196392978.80065265,196392856.70065263
2725,1998-12-31,INCOME,,297.0,77685.6,INTEREST,,,196393275.80065265,196392978.80065265
2642,1998-12-31,INCOME,,33.9,3974.8,INTEREST,,,196393309.70065263,196393275.80065265
2651,1998-12-31,INCOME,,157.9,24800.5,INTEREST,,,196393467.60065264,196393309.70065263
2652,1998-12-31,INCOME,,208.0,50927.2,INTEREST,,,196393675.60065264,196393467.60065264
2629,1998-12-31,INCOME,,102.4,46740.3,INTEREST,,,196393778.00065264,196393675.60065264
2653,1998-12-31,INCOME,,275.8,73958.0,INTEREST,,,196394053.80065265,196393778.00065264
2654,1998-12-31,INCOME,,81.6,18168.5,INTEREST,,,196394135.40065265,196394053.80065265
2649,1998-12-31,INCOME,,281.9,68408.6,INTEREST,,,196394417.30065265,196394135.40065265
2717,1998-12-31,INCOME,,91.6,21196.4,INTEREST,,,196394508.90065265,196394417.30065265
2687,1998-12-31,INCOME,,119.1,30057.2,INTEREST,,,196394628.00065264,196394508.90065265
2621,1998-12-31,INCOME,,76.5,15649.0,INTEREST,,,196394704.50065264,196394628.00065264
2688,1998-12-31,INCOME,,62.8,14969.6,INTEREST,,,196394767.30065265,196394704.50065264
2689,1998-12-31,INCOME,,231.3,46263.0,INTEREST,,,196394998.60065264,196394767.30065265
2634,1998-12-31,INCOME,,387.6,94101.2,INTEREST,,,196395386.20065263,196394998.60065264
2690,1998-12-31,INCOME,,91.5,22742.0,INTEREST,,,196395477.70065263,196395386.20065263
2692,1998-12-31,INCOME,,149.1,35932.6,INTEREST,,,196395626.80065265,196395477.70065263
2733,1998-12-31,INCOME,,142.9,34828.4,INTEREST,,,196395769.70065263,196395626.80065265
2620,1998-12-31,INCOME,,207.3,52668.6,INTEREST,,,196395977.00065264,196395769.70065263
2639,1998-12-31,INCOME,,211.7,61947.4,INTEREST,,,196396188.70065263,196395977.00065264
2694,1998-12-31,INCOME,,352.6,82253.9,INTEREST,,,196396541.30065265,196396188.70065263
2638,1998-12-31,INCOME,,330.7,86522.9,INTEREST,,,196396872.00065264,196396541.30065265
2695,1998-12-31,INCOME,,370.0,86295.1,INTEREST,,,196397242.00065264,196396872.00065264
2696,1998-12-31,INCOME,,92.1,21092.4,INTEREST,,,196397334.10065264,196397242.00065264
2716,1998-12-31,INCOME,,137.2,40086.3,INTEREST,,,196397471.30065265,196397334.10065264
2697,1998-12-31,INCOME,,310.1,75160.5,INTEREST,,,196397781.40065265,196397471.30065265
2699,1998-12-31,INCOME,,255.8,52446.7,INTEREST,,,196398037.20065263,196397781.40065265
2693,1998-12-31,INCOME,,225.9,58277.3,INTEREST,,,196398263.10065264,196398037.20065263
2676,1998-12-31,INCOME,,208.8,58126.2,INTEREST,,,196398471.90065265,196398263.10065264
2700,1998-12-31,INCOME,,107.6,21162.3,INTEREST,,,196398579.50065264,196398471.90065265
2671,1998-12-31,INCOME,,152.0,38914.0,INTEREST,,,196398731.50065264,196398579.50065264
2623,1998-12-31,INCOME,,289.1,70654.8,INTEREST,,,196399020.60065264,196398731.50065264
2672,1998-12-31,INCOME,,74.5,17456.1,INTEREST,,,196399095.10065264,196399020.60065264
2721,1998-12-31,INCOME,,97.2,21593.9,INTEREST,,,196399192.30065265,196399095.10065264
2632,1998-12-31,INCOME,,248.0,62959.3,INTEREST,,,196399440.30065265,196399192.30065265
2673,1998-12-31,INCOME,,133.6,32258.8,INTEREST,,,196399573.90065265,196399440.30065265
2719,1998-12-31,INCOME,,69.0,18067.1,INTEREST,,,196399642.90065265,196399573.90065265
2736,1998-12-31,INCOME,,119.2,29331.7,INTEREST,,,196399762.10065264,196399642.90065265
2686,1998-12-31,INCOME,,62.9,16426.2,INTEREST,,,196399825.00065264,196399762.10065264
2677,1998-12-31,INCOME,,143.9,41461.0,INTEREST,,,196399968.90065265,196399825.00065264
2678,1998-12-31,INCOME,,318.3,61601.5,INTEREST,,,196400287.20065263,196399968.90065265
2730,1998-12-31,INCOME,,103.7,23942.7,INTEREST,,,196400390.90065265,196400287.20065263
2679,1998-12-31,INCOME,,120.3,29880.3,INTEREST,,,196400511.20065263,196400390.90065265
2681,1998-12-31,INCOME,,367.6,95252.7,INTEREST,,,196400878.80065265,196400511.20065263
2622,1998-12-31,INCOME,,150.8,30097.0,INTEREST,,,196401029.60065264,196400878.80065265
2685,1998-12-31,INCOME,,110.2,26623.7,INTEREST,,,196401139.80065265,196401029.60065264
2670,1998-12-31,INCOME,,151.4,39633.6,INTEREST,,,196401291.20065263,196401139.80065265
2720,1998-12-31,INCOME,,219.1,75509.7,INTEREST,,,196401510.30065265,196401291.20065263
6701,1998-12-31,INCOME,,171.2,42266.0,INTEREST,,,196401681.50065264,196401510.30065265
8225,1998-12-31,INCOME,,132.9,37568.5,INTEREST,,,196401814.40065265,196401681.50065264
6706,1998-12-31,INCOME,,178.6,46144.7,INTEREST,,,196401993.00065264,196401814.40065265
19,1998-12-31,INCOME,,32.9,10873.0,INTEREST,,,196402025.90065265,196401993.00065264
6097,1998-12-31,INCOME,,122.0,29604.2,INTEREST,,,196402147.90065265,196402025.90065265
